Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento
United Kingdom,31 Oct 2021,Simon Denning Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/simon-denning-briar-deck-uk-nationals-301021/,national
United Kingdom,31 Oct 2021,Sean Knowelden Katsu Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/sean-knowelden-katsu-deck-uk-nationals-301021/,national
United Kingdom,31 Oct 2021,Aaron Boyhan Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/aaron-boyhan-briar-deck-uk-nationals-301021/,national
United Kingdom,31 Oct 2021,Hamish Chisholm Brown Viserai Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Viserai, Rune Blood",8th,https://fabtcg.com/decklists/hamish-chisholm-brown-viserai-deck-uk-nationals-301021/,national
United Kingdom,31 Oct 2021,Aaron Simon Katsu Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/aaron-simon-katsu-deck-uk-nationals-301021/,national
United States of America,24 Oct 2021,Michael Feng Oldhim Deck – The Calling Cincinnati 10.24.21,The Calling - Cincinnati,Booster Draft,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/michael-feng-oldhim-deck-the-calling-cincinnati-102421/,calling
Canada,24 Oct 2021,Tariq Patel Briar Deck – The Calling Cincinnati 10.24.21,The Calling - Cincinnati,Booster Draft,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/tariq-patel-briar-deck-the-calling-cincinnati-102421/,calling
United States of America,17 Oct 2021,Nam Vo Oldhim Deck – The Calling Dallas 10.17.21,The Calling - Dallas,Booster Draft,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/nam-vo-oldhim-deck-the-calling-dallas-101721/,calling
United States of America,17 Oct 2021,Jack McHalffey Prism Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Prism, Sculptor of Arc Light",1st,https://fabtcg.com/decklists/jack-mchalffey-prism-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Jasiel Diez Bravo Deck – Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/jasiel-diez-bravo-deck-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Sam Yuen Bravo Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/sam-yuen-bravo-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Ryan McClain Boltyn Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Ser Boltyn, Breaker of Dawn",4th,https://fabtcg.com/decklists/ryan-mcclain-boltyn-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Christopher Higashi Katsu Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/christopher-higashi-katsu-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Henry Martinez Lexi Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/henry-martinez-lexi-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Joshua Lau Boltyn Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Ser Boltyn, Breaker of Dawn",8th,https://fabtcg.com/decklists/joshua-lau-boltyn-deck-the-calling-dallas-proquest-101721/,calling
United States of America,17 Oct 2021,Kent Summerour Dash Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/kent-summerour-dash-deck-the-calling-dallas-proquest-101721/,calling
New Zealand,06 Jun 2021,Wynton Bedford Ninja Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Katsu, the Wanderer",1st,https://fabtcg.com/decklists/wynton-bedford-ninja-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Matt Rogers Shadow Runeblade Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Chane, Bound by Shadow",1st,https://fabtcg.com/decklists/matt-rogers-shadow-runeblade-deck-the-calling-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Kiki Labad Shadow Brute Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Levia, Shadowborn Abomination",2nd,https://fabtcg.com/decklists/kiki-labad-shadow-brute-deck-the-calling-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Daniel McKay Shadow Runeblade Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Chane, Bound by Shadow",2nd,https://fabtcg.com/decklists/daniel-mckay-shadow-runeblade-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Mo Nicholson Shadow Runeblade Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/mo-nicholson-shadow-runeblade-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Kieran Carnegie Light Illusionist Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Prism, Sculptor of Arc Light",3rd,https://fabtcg.com/decklists/kieran-carnegie-light-illusionist-deck-the-calling-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Oliver Berry Shadow Runeblade Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/oliver-berry-shadow-runeblade-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Sam Payne Light Illusionist Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Prism, Sculptor of Arc Light",4th,https://fabtcg.com/decklists/sam-payne-light-illusionist-deck-the-calling-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Henry Moore Light Warrior Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Ser Boltyn, Breaker of Dawn",5th,https://fabtcg.com/decklists/henry-moore-light-warrior-deck-the-calling-auckland-060621-05062021/,calling
Australia,06 Jun 2021,Nicholas Butcher Light Illusionist Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Prism, Sculptor of Arc Light",5th,https://fabtcg.com/decklists/nicholas-butcher-light-illusionist-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Adam Little Light Warrior Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Ser Boltyn, Breaker of Dawn",6th,https://fabtcg.com/decklists/adam-little-light-warrior-deck-the-calling-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Tom Penny Shadow Runeblade Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Chane, Bound by Shadow",6th,https://fabtcg.com/decklists/tom-penny-shadow-runeblade-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Aaron Curtis Light Illusionist Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Prism, Sculptor of Arc Light",7th,https://fabtcg.com/decklists/aaron-curtis-light-illusionist-deck-the-calling-auckland-060621-05062021/,calling
Vietnam,06 Jun 2021,Khoi Dinh Warrior Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,Dorinthea Ironsong,7th,https://fabtcg.com/decklists/khoi-dinh-warrior-deck-proquest-auckland-060621-05062021/,calling
New Zealand,06 Jun 2021,Jonathan Miller Shadow Runeblade Deck – ProQuest Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/jonathan-miller-shadow-runeblade-deck-proquest-auckland-060621-05062021/,calling
Australia,06 Jun 2021,Roy Lai Light Illusionist Deck – The Calling Auckland – 06.06.21 05.06.2021,The Calling - Auckland,Booster Draft,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/roy-lai-light-illusionist-deck-the-calling-auckland-060621-05062021/,calling
